time,dev_id,sensor_name,temperature,humidity,battery,lat_long,location_picture_hyperlink
2024-09-21T17:28:14+00:00,r712-a7f8,Elm,12.11,71.99,2,"-37.8027955, 144.9657785",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc2.PNG
2024-09-21T18:32:30+00:00,r712-a7f9,Plaza,12.14,71.28,3,"-37.8026473, 144.9661236",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc3.PNG
2024-09-21T19:31:40+00:00,r712-a7f7,Bench Hub,11.77,73.34,2,"-37.8030396, 144.965898",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc1.PNG
2024-09-21T20:32:30+00:00,r712-a7f9,Plaza,11.39,76.79,3,"-37.8026473, 144.9661236",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc3.PNG
2024-09-21T20:34:16+00:00,r712-4e85,Gum,11.78,75.9,3,"-37.8024211, 144.9663054",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc4.PNG
2024-09-21T23:34:17+00:00,r712-4e85,Gum,15.58,63.98,3,"-37.8024211, 144.9663054",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc4.PNG
2024-09-22T00:31:41+00:00,r712-a7f7,Bench Hub,16.34,59.07,2,"-37.8030396, 144.965898",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc1.PNG
2024-09-29T01:32:21+00:00,r712-a7f7,Bench Hub,13.66,81.25,2,"-37.8030396, 144.965898",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc1.PNG
2024-09-29T01:35:03+00:00,r712-4e85,Gum,13.66,79.92,3,"-37.8024211, 144.9663054",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc4.PNG
2024-09-29T02:32:22+00:00,r712-a7f7,Bench Hub,13.79,84.3,2,"-37.8030396, 144.965898",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc1.PNG
2024-09-29T02:33:13+00:00,r712-a7f9,Plaza,13.52,88.03,3,"-37.8026473, 144.9661236",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc3.PNG
2024-09-29T02:34:56+00:00,r712-4e85,Gum,13.81,84.1,3,"-37.8024211, 144.9663054",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc4.PNG
2024-09-29T03:34:57+00:00,r712-4e85,Gum,14.65,81.5,3,"-37.8024211, 144.9663054",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc4.PNG
2024-09-22T01:31:42+00:00,r712-a7f7,Bench Hub,17.42,55.39,2,"-37.8030396, 144.965898",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc1.PNG
2024-09-22T01:34:24+00:00,r712-4e85,Gum,17.2,57.0,3,"-37.8024211, 144.9663054",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc4.PNG
2024-09-22T02:32:31+00:00,r712-a7f9,Plaza,17.92,50.55,3,"-37.8026473, 144.9661236",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc3.PNG
2024-09-22T02:31:42+00:00,r712-a7f7,Bench Hub,18.23,49.15,2,"-37.8030396, 144.965898",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc1.PNG
2024-09-22T02:34:24+00:00,r712-4e85,Gum,17.95,51.76,3,"-37.8024211, 144.9663054",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc4.PNG
2024-09-22T02:28:09+00:00,r712-a7f8,Elm,18.32,52.52,2,"-37.8027955, 144.9657785",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc2.PNG
2024-09-22T03:32:32+00:00,r712-a7f9,Plaza,19.1,46.36,3,"-37.8026473, 144.9661236",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc3.PNG
2024-09-22T03:28:10+00:00,r712-a7f8,Elm,19.33,48.6,2,"-37.8027955, 144.9657785",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc2.PNG
2024-09-08T13:31:10+00:00,r712-a7f9,Plaza,12.8,70.08,3,"-37.8026473, 144.9661236",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc3.PNG
2024-09-08T13:33:01+00:00,r712-4e85,Gum,12.93,69.88,3,"-37.8024211, 144.9663054",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc4.PNG
2024-09-08T14:26:51+00:00,r712-a7f8,Elm,12.48,71.42,2,"-37.8027955, 144.9657785",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc2.PNG
2024-09-09T15:30:30+00:00,r712-a7f7,Bench Hub,11.3,72.4,2,"-37.8030396, 144.965898",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc1.PNG
2024-09-08T16:31:11+00:00,r712-a7f9,Plaza,12.96,67.27,3,"-37.8026473, 144.9661236",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc3.PNG
2024-09-08T17:30:24+00:00,r712-a7f7,Bench Hub,12.8,70.44,2,"-37.8030396, 144.965898",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc1.PNG
2024-09-08T17:26:52+00:00,r712-a7f8,Elm,12.85,70.37,2,"-37.8027955, 144.9657785",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc2.PNG
2024-09-08T18:26:52+00:00,r712-a7f8,Elm,12.67,71.65,2,"-37.8027955, 144.9657785",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc2.PNG
2024-09-08T18:31:11+00:00,r712-a7f9,Plaza,12.55,70.32,3,"-37.8026473, 144.9661236",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc3.PNG
2024-09-08T19:30:25+00:00,r712-a7f7,Bench Hub,11.74,72.91,2,"-37.8030396, 144.965898",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc1.PNG
2024-09-08T19:33:16+00:00,r712-4e85,Gum,11.69,73.01,3,"-37.8024211, 144.9663054",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc4.PNG
2024-09-08T20:31:12+00:00,r712-a7f9,Plaza,10.56,75.59,3,"-37.8026473, 144.9661236",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc3.PNG
2024-09-08T20:33:10+00:00,r712-4e85,Gum,10.86,75.6,3,"-37.8024211, 144.9663054",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc4.PNG
2024-09-08T22:26:53+00:00,r712-a7f8,Elm,12.75,67.6,2,"-37.8027955, 144.9657785",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc2.PNG
2024-09-08T22:31:12+00:00,r712-a7f9,Plaza,13.1,65.5,3,"-37.8026473, 144.9661236",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc3.PNG
2024-09-08T23:30:26+00:00,r712-a7f7,Bench Hub,13.89,63.5,2,"-37.8030396, 144.965898",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc1.PNG
2024-09-09T00:31:13+00:00,r712-a7f9,Plaza,14.62,65.11,3,"-37.8026473, 144.9661236",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc3.PNG
2024-09-09T06:30:35+00:00,r712-a7f7,Bench Hub,16.01,61.66,2,"-37.8030396, 144.965898",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc1.PNG
2024-09-09T07:31:14+00:00,r712-a7f9,Plaza,16.04,57.12,3,"-37.8026473, 144.9661236",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc3.PNG
2024-09-09T07:33:19+00:00,r712-4e85,Gum,15.99,57.89,3,"-37.8024211, 144.9663054",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc4.PNG
2024-09-09T01:26:54+00:00,r712-a7f8,Elm,15.47,60.48,2,"-37.8027955, 144.9657785",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc2.PNG
2024-09-09T01:30:26+00:00,r712-a7f7,Bench Hub,15.72,59.37,2,"-37.8030396, 144.965898",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc1.PNG
2024-09-09T01:31:13+00:00,r712-a7f9,Plaza,15.51,57.82,3,"-37.8026473, 144.9661236",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc3.PNG
2024-09-09T02:30:27+00:00,r712-a7f7,Bench Hub,15.9,57.67,2,"-37.8030396, 144.965898",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc1.PNG
2024-09-09T04:31:14+00:00,r712-a7f9,Plaza,16.72,50.36,3,"-37.8026473, 144.9661236",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc3.PNG
2024-09-09T04:30:27+00:00,r712-a7f7,Bench Hub,16.78,52.06,2,"-37.8030396, 144.965898",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc1.PNG
2024-09-09T09:26:56+00:00,r712-a7f8,Elm,14.24,67.14,2,"-37.8027955, 144.9657785",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc2.PNG
2024-09-09T10:30:28+00:00,r712-a7f7,Bench Hub,13.99,67.62,2,"-37.8030396, 144.965898",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc1.PNG
2024-09-09T10:31:15+00:00,r712-a7f9,Plaza,13.45,69.13,3,"-37.8026473, 144.9661236",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc3.PNG
2024-09-08T15:30:24+00:00,r712-a7f7,Bench Hub,12.77,69.12,2,"-37.8030396, 144.965898",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc1.PNG
2024-09-10T01:27:00+00:00,r712-a7f8,Elm,17.02,60.71,2,"-37.8027955, 144.9657785",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc2.PNG
2024-09-10T03:27:00+00:00,r712-a7f8,Elm,19.33,55.19,2,"-37.8027955, 144.9657785",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc2.PNG
2024-09-10T03:30:33+00:00,r712-a7f7,Bench Hub,19.44,55.72,2,"-37.8030396, 144.965898",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc1.PNG
2024-09-10T03:33:10+00:00,r712-4e85,Gum,18.85,56.94,3,"-37.8024211, 144.9663054",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc4.PNG
2024-09-10T04:31:20+00:00,r712-a7f9,Plaza,19.92,47.94,3,"-37.8026473, 144.9661236",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc3.PNG
2024-09-09T23:30:32+00:00,r712-a7f7,Bench Hub,14.29,68.87,2,"-37.8030396, 144.965898",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc1.PNG
2024-09-09T23:31:18+00:00,r712-a7f9,Plaza,14.83,64.43,3,"-37.8026473, 144.9661236",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc3.PNG
2024-09-10T00:26:59+00:00,r712-a7f8,Elm,15.68,63.01,2,"-37.8027955, 144.9657785",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc2.PNG
2024-09-10T00:31:19+00:00,r712-a7f9,Plaza,16.52,58.39,3,"-37.8026473, 144.9661236",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc3.PNG
2024-09-10T05:27:00+00:00,r712-a7f8,Elm,19.59,49.14,2,"-37.8027955, 144.9657785",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc2.PNG
2024-09-10T05:31:20+00:00,r712-a7f9,Plaza,20.01,47.17,3,"-37.8026473, 144.9661236",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc3.PNG
2024-09-09T15:31:17+00:00,r712-a7f9,Plaza,11.03,72.72,3,"-37.8026473, 144.9661236",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc3.PNG
2024-09-09T21:31:18+00:00,r712-a7f9,Plaza,8.96,79.19,3,"-37.8026473, 144.9661236",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc3.PNG
2024-09-09T16:33:07+00:00,r712-4e85,Gum,11.17,72.55,3,"-37.8024211, 144.9663054",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc4.PNG
2024-09-09T17:33:21+00:00,r712-4e85,Gum,9.66,75.64,3,"-37.8024211, 144.9663054",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc4.PNG
2024-09-09T18:33:22+00:00,r712-4e85,Gum,8.46,78.72,3,"-37.8024211, 144.9663054",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc4.PNG
2024-09-09T18:30:30+00:00,r712-a7f7,Bench Hub,8.5,78.91,2,"-37.8030396, 144.965898",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc1.PNG
2024-09-09T19:33:15+00:00,r712-4e85,Gum,8.59,79.74,3,"-37.8024211, 144.9663054",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc4.PNG
2024-09-09T20:31:18+00:00,r712-a7f9,Plaza,8.83,80.28,3,"-37.8026473, 144.9661236",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc3.PNG
2024-09-10T09:31:21+00:00,r712-a7f9,Plaza,16.35,59.97,3,"-37.8026473, 144.9661236",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc3.PNG
2024-09-10T10:31:21+00:00,r712-a7f9,Plaza,15.83,62.73,3,"-37.8026473, 144.9661236",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc3.PNG
2024-09-10T11:31:21+00:00,r712-a7f9,Plaza,14.94,65.96,3,"-37.8026473, 144.9661236",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc3.PNG
2024-09-10T11:33:12+00:00,r712-4e85,Gum,14.76,66.03,3,"-37.8024211, 144.9663054",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc4.PNG
2024-09-10T12:33:19+00:00,r712-4e85,Gum,14.14,67.65,3,"-37.8024211, 144.9663054",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc4.PNG
2024-09-10T13:30:35+00:00,r712-a7f7,Bench Hub,14.21,68.96,2,"-37.8030396, 144.965898",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc1.PNG
2024-09-10T14:31:22+00:00,r712-a7f9,Plaza,13.99,71.15,3,"-37.8026473, 144.9661236",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc3.PNG
2024-09-06T15:30:58+00:00,r712-a7f9,Plaza,12.58,79.22,3,"-37.8026473, 144.9661236",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc3.PNG
2024-09-08T01:31:07+00:00,r712-a7f9,Plaza,16.43,53.99,3,"-37.8026473, 144.9661236",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc3.PNG
2024-09-08T02:30:21+00:00,r712-a7f7,Bench Hub,16.17,59.05,2,"-37.8030396, 144.965898",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc1.PNG
2024-09-08T09:31:09+00:00,r712-a7f9,Plaza,14.35,79.15,3,"-37.8026473, 144.9661236",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc3.PNG
2024-09-08T09:33:07+00:00,r712-4e85,Gum,14.43,78.36,3,"-37.8024211, 144.9663054",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc4.PNG
2024-09-08T10:26:50+00:00,r712-a7f8,Elm,13.85,78.97,2,"-37.8027955, 144.9657785",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc2.PNG
2024-09-08T11:33:07+00:00,r712-4e85,Gum,14.66,74.25,3,"-37.8024211, 144.9663054",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc4.PNG
2024-09-08T12:26:51+00:00,r712-a7f8,Elm,14.12,73.09,2,"-37.8027955, 144.9657785",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc2.PNG
2024-09-09T13:33:06+00:00,r712-4e85,Gum,11.85,71.53,3,"-37.8024211, 144.9663054",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc4.PNG
2024-09-09T14:33:07+00:00,r712-4e85,Gum,11.53,71.88,3,"-37.8024211, 144.9663054",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc4.PNG
2024-09-10T06:27:01+00:00,r712-a7f8,Elm,19.07,51.88,2,"-37.8027955, 144.9657785",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc2.PNG
2024-09-17T23:27:46+00:00,r712-a7f8,Elm,13.69,50.26,2,"-37.8027955, 144.9657785",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc2.PNG
2024-09-17T23:31:18+00:00,r712-a7f7,Bench Hub,14.2,49.46,2,"-37.8030396, 144.965898",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc1.PNG
2024-09-10T07:33:11+00:00,r712-4e85,Gum,18.47,55.8,3,"-37.8024211, 144.9663054",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc4.PNG
2024-09-10T07:31:20+00:00,r712-a7f9,Plaza,18.62,53.45,3,"-37.8026473, 144.9661236",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc3.PNG
2024-09-10T08:27:01+00:00,r712-a7f8,Elm,17.49,58.3,2,"-37.8027955, 144.9657785",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc2.PNG
2024-09-10T08:33:18+00:00,r712-4e85,Gum,17.51,58.93,3,"-37.8024211, 144.9663054",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc4.PNG
2024-09-18T06:32:09+00:00,r712-a7f9,Plaza,20.19,33.08,3,"-37.8026473, 144.9661236",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc3.PNG
2024-09-18T06:33:56+00:00,r712-4e85,Gum,20.1,34.22,3,"-37.8024211, 144.9663054",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc4.PNG
2024-09-16T15:33:47+00:00,r712-4e85,Gum,10.42,84.87,3,"-37.8024211, 144.9663054",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc4.PNG
2024-09-17T15:32:05+00:00,r712-a7f9,Plaza,9.44,63.9,3,"-37.8026473, 144.9661236",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc3.PNG
2024-09-19T09:31:26+00:00,r712-a7f7,Bench Hub,11.22,79.06,2,"-37.8030396, 144.965898",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc1.PNG
2024-09-19T09:32:15+00:00,r712-a7f9,Plaza,11.25,79.69,3,"-37.8026473, 144.9661236",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc3.PNG
2024-09-19T10:27:54+00:00,r712-a7f8,Elm,11.45,77.21,2,"-37.8027955, 144.9657785",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc2.PNG
2024-09-19T11:32:16+00:00,r712-a7f9,Plaza,11.23,73.04,3,"-37.8026473, 144.9661236",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc3.PNG
2024-09-19T12:31:27+00:00,r712-a7f7,Bench Hub,11.59,73.06,2,"-37.8030396, 144.965898",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc1.PNG
2024-09-19T12:34:03+00:00,r712-4e85,Gum,11.54,72.69,3,"-37.8024211, 144.9663054",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc4.PNG
2024-09-19T13:32:16+00:00,r712-a7f9,Plaza,10.58,76.06,3,"-37.8026473, 144.9661236",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc3.PNG
2024-09-19T14:27:55+00:00,r712-a7f8,Elm,10.21,78.66,2,"-37.8027955, 144.9657785",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc2.PNG
2024-09-19T14:34:10+00:00,r712-4e85,Gum,10.32,78.15,3,"-37.8024211, 144.9663054",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc4.PNG
2024-09-18T15:31:22+00:00,r712-a7f7,Bench Hub,11.52,81.13,2,"-37.8030396, 144.965898",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc1.PNG
2024-09-18T15:32:11+00:00,r712-a7f9,Plaza,11.16,81.67,3,"-37.8026473, 144.9661236",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc3.PNG
2024-09-16T15:27:52+00:00,r712-a7f8,Elm,10.52,83.96,2,"-37.8027955, 144.9657785",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc2.PNG
2024-09-16T09:33:45+00:00,r712-4e85,Gum,12.11,79.93,3,"-37.8024211, 144.9663054",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc4.PNG
2024-09-16T10:27:37+00:00,r712-a7f8,Elm,11.8,81.29,2,"-37.8027955, 144.9657785",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc2.PNG
2024-09-16T10:33:53+00:00,r712-4e85,Gum,11.77,82.7,3,"-37.8024211, 144.9663054",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc4.PNG
2024-09-16T11:27:37+00:00,r712-a7f8,Elm,11.48,83.76,2,"-37.8027955, 144.9657785",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc2.PNG
2024-09-16T11:31:09+00:00,r712-a7f7,Bench Hub,11.48,84.58,2,"-37.8030396, 144.965898",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc1.PNG
2024-09-16T11:33:53+00:00,r712-4e85,Gum,11.36,84.78,3,"-37.8024211, 144.9663054",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc4.PNG
2024-09-17T00:31:27+00:00,r712-a7f7,Bench Hub,11.19,65.38,2,"-37.8030396, 144.965898",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc1.PNG
2024-09-17T02:27:41+00:00,r712-a7f8,Elm,13.4,57.42,2,"-37.8027955, 144.9657785",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc2.PNG
2024-09-17T02:32:02+00:00,r712-a7f9,Plaza,14.05,52.12,3,"-37.8026473, 144.9661236",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc3.PNG
2024-09-17T04:31:14+00:00,r712-a7f7,Bench Hub,14.56,57.02,2,"-37.8030396, 144.965898",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc1.PNG
2024-09-17T04:32:02+00:00,r712-a7f9,Plaza,16.65,51.03,3,"-37.8026473, 144.9661236",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc3.PNG
2024-09-17T04:33:50+00:00,r712-4e85,Gum,14.07,58.71,3,"-37.8024211, 144.9663054",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc4.PNG
2024-09-17T05:31:14+00:00,r712-a7f7,Bench Hub,14.68,56.26,2,"-37.8030396, 144.965898",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc1.PNG
2024-09-17T05:27:41+00:00,r712-a7f8,Elm,14.43,54.58,2,"-37.8027955, 144.9657785",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc2.PNG
2024-09-17T06:27:42+00:00,r712-a7f8,Elm,13.91,57.6,2,"-37.8027955, 144.9657785",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc2.PNG
2024-09-17T06:31:14+00:00,r712-a7f7,Bench Hub,13.8,58.24,2,"-37.8030396, 144.965898",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc1.PNG
2024-09-17T06:32:03+00:00,r712-a7f9,Plaza,14.53,58.07,3,"-37.8026473, 144.9661236",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc3.PNG
2024-09-17T11:32:04+00:00,r712-a7f9,Plaza,11.19,66.37,3,"-37.8026473, 144.9661236",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc3.PNG
2024-09-17T11:33:52+00:00,r712-4e85,Gum,11.27,65.92,3,"-37.8024211, 144.9663054",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc4.PNG
2024-09-17T12:32:04+00:00,r712-a7f9,Plaza,10.7,66.39,3,"-37.8026473, 144.9661236",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc3.PNG
2024-09-17T13:31:16+00:00,r712-a7f7,Bench Hub,10.76,61.0,2,"-37.8030396, 144.965898",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc1.PNG
2024-09-17T14:31:16+00:00,r712-a7f7,Bench Hub,10.7,59.44,2,"-37.8030396, 144.965898",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc1.PNG
2024-09-17T09:33:51+00:00,r712-4e85,Gum,12.5,62.76,3,"-37.8024211, 144.9663054",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc4.PNG
2024-09-17T10:32:04+00:00,r712-a7f9,Plaza,11.85,64.66,3,"-37.8026473, 144.9661236",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc3.PNG
2024-09-16T16:27:38+00:00,r712-a7f8,Elm,10.37,83.63,2,"-37.8027955, 144.9657785",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc2.PNG
2024-09-16T18:33:47+00:00,r712-4e85,Gum,10.23,82.69,3,"-37.8024211, 144.9663054",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc4.PNG
2024-09-16T19:31:11+00:00,r712-a7f7,Bench Hub,10.25,81.8,2,"-37.8030396, 144.965898",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc1.PNG
2024-09-16T20:27:39+00:00,r712-a7f8,Elm,10.25,78.97,2,"-37.8027955, 144.9657785",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc2.PNG
2024-09-16T21:27:39+00:00,r712-a7f8,Elm,10.21,73.77,2,"-37.8027955, 144.9657785",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc2.PNG
2024-09-16T22:27:47+00:00,r712-a7f8,Elm,10.13,70.68,2,"-37.8027955, 144.9657785",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc2.PNG
2024-09-05T14:32:45+00:00,r712-4e85,Gum,18.01,64.85,3,"-37.8024211, 144.9663054",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc4.PNG
2024-09-18T11:27:48+00:00,r712-a7f8,Elm,13.4,72.7,2,"-37.8027955, 144.9657785",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc2.PNG
2024-09-18T12:27:49+00:00,r712-a7f8,Elm,13.71,70.33,2,"-37.8027955, 144.9657785",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc2.PNG
2024-09-18T07:27:48+00:00,r712-a7f8,Elm,19.54,34.57,2,"-37.8027955, 144.9657785",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc2.PNG
2024-09-18T11:32:10+00:00,r712-a7f9,Plaza,13.1,72.49,3,"-37.8026473, 144.9661236",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc3.PNG
2024-09-18T10:27:48+00:00,r712-a7f8,Elm,14.71,62.38,2,"-37.8027955, 144.9657785",https://melbournetestbed.opendatasoft.com/assets/theme_image/ArgyleLoc2.PNG
